OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
1110961,b'\x00\x01\xad\x10\x00\x00\xb4\xf4\xb1\x80\x1e]^\xc0\xf8\x9b\x97\xca(\xacC@\xb4\xf4\xb1\x80\x1e]^\xc0\xf8\x9b\x97\xca(\xacC@|\x01\x00\x00\x00\xb4\xf4\xb1\x80\x1e]^\xc0\xf8\x9b\x97\xca(\xacC@\xfe',1353843,SFO-2003CACDFBTU008435,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,008435      ,,LAPORTE #1               ,,,,,,2003,7/25/2003,206,1702.0,Human,Equipment and vehicle use,,7/25/2003,206.0,1710.0,0.1,A,39.345,-121.455,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County
1139188,b'\x00\x01\xad\x10\x00\x00\xc8\xf3\xc7Q\x0c=]\xc0\xa0\x0e\xbfc\x04\xfc@@\xc8\xf3\xc7Q\x0c=]\xc0\xa0\x0e\xbfc\x04\xfc@@|\x01\x00\x00\x00\xc8\xf3\xc7Q\x0c=]\xc0\xa0\x0e\xbfc\x04\xfc@@\xfe',1389756,CDF_1996_55_2225_10282       ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,10282       ,,BELLFLOWER               ,,,,,,1996,1/11/1996,11,,Human,Arson/incendiarism,,,,,0.1,A,33.96888888,-116.95388888,MISSING/NOT SPECIFIED,CA,,,
1724721,"b'\x00\x01\xad\x10\x00\x00\xf4@+0$,^\xc0\x98\r\xd0\xc2\xcd\xd3D@\xf4@+0$,^\xc0\x98\r\xd0\xc2\xcd\xd3D@|\x01\x00\x00\x00\xf4@+0$,^\xc0\x98\r\xd0\xc2\xcd\xd3D@\xfe'",300004084,FS-1523042,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,038,405,EK10,DG BSFMU02 FLAT,,,,,,2014,7/11/2014,192,1719.0,Natural,Natural,,7/12/2014,193.0,1103.0,0.1,A,41.65472222,-120.68972222,USFS,CA,Modoc,6049.0,Modoc County
1131582,b'\x00\x01\xad\x10\x00\x00\x90w\x80\xba0=]\xc0\xb88\xd8\xa5\x8a\xf6@@\x90w\x80\xba0=]\xc0\xb88\xd8\xa5\x8a\xf6@@|\x01\x00\x00\x00\x90w\x80\xba0=]\xc0\xb88\xd8\xa5\x8a\xf6@@\xfe',1380854,SFO-2000CACDFRRU043474,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,043474      ,,I 10 LOCAL               ,,,,,,2000,7/8/2000,190,1426.0,Human,Equipment and vehicle use,,7/8/2000,190.0,1445.0,1.0,B,33.92611111,-116.95611111,MISSING/NOT SPECIFIED,CA,RIVERSIDE,6065.0,Riverside County
2235246,b'\x00\x01\xad\x10\x00\x00P\xc2\x83\xce\xda=^\xc0H\xae\xd0\xb1\nUC@P\xc2\x83\xce\xda=^\xc0H\xae\xd0\xb1\nUC@|\x01\x00\x00\x00P\xc2\x83\xce\xda=^\xc0H\xae\xd0\xb1\nUC@\xfe',400573258,SFO-2020CACDFAEU003694,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,AEU003694,,PONTE MORINO DR  CAMERON_,,,,,,2020,12/9/2020,344,1303.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.6,B,38.664394,-120.966493,MISSING/NOT SPECIFIED,CA,EL DORADO,6017.0,El Dorado County
1785817,b'\x00\x01\xad\x10\x00\x00\x94$Z\xe8\xa6\x04^\xc0\xa83\xd6\xef\xa3\x82B@\x94$Z\xe8\xa6\x04^\xc0\xa83\xd6\xef\xa3\x82B@|\x01\x00\x00\x00\x94$Z\xe8\xa6\x04^\xc0\xa83\xd6\xef\xa3\x82B@\xfe',300146950,SFO-2014CACDFMMU007492,NONFED,ST-NASF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,MMU007492,,,,,,,,2014,5/4/2014,124,1430.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,5/4/2014,124.0,1440.0,0.1,A,37.020633,-120.0727,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County
2261612,b'\x00\x01\xad\x10\x00\x00\x98\xb9\xedf\x99f]\xc0\xb0\x86\xd4\x1fg\nA@\x98\xb9\xedf\x99f]\xc0\xb0\x86\xd4\x1fg\nA@|\x01\x00\x00\x00\x98\xb9\xedf\x99f]\xc0\xb0\x86\xd4\x1fg\nA@\xfe',400603413,SFO-2020CACDFBDU209559,NONFED,ST-NASF,ST/C&L,USCABDU,San Bernardino Unit,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,BDU209559,,,,,,,,2020,7/3/2020,185,2156.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,34.081277,-117.603125,MISSING/NOT SPECIFIED,CA,SAN BERNARDINO,6071.0,San Bernardino County
57783,b'\x00\x01\xad\x10\x00\x00\xdcOS\xec\x84K]\xc0X6\xf1}\r\x14A@\xdcOS\xec\x84K]\xc0X6\xf1}\r\x14A@|\x01\x00\x00\x00\xdcOS\xec\x84K]\xc0X6\xf1}\r\x14A@\xfe',58319,FS-282854,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,153,,,,,,,,,1993,9/27/1993,270,1447.0,Human,Arson/incendiarism,,9/27/1993,270.0,2200.0,123.0,D,34.15666667,-117.18,USFS,CA,,,
80605,"b'\x00\x01\xad\x10\x00\x00\xfc\xc3\x8b\xf5\x95\xec^\xc0@\x99,\xac\xa3\xb0D@\xfc\xc3\x8b\xf5\x95\xec^\xc0@\x99,\xac\xa3\xb0D@|\x01\x00\x00\x00\xfc\xc3\x8b\xf5\x95\xec^\xc0@\x99,\xac\xa3\xb0D@\xfe'",81524,FS-306287,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,18,,,PINE,,,,,,1995,7/19/1995,200,1600.0,Natural,Natural,,7/20/1995,201.0,2300.0,0.1,A,41.38,-123.69666667,USFS,CA,,,
9759,b'\x00\x01\xad\x10\x00\x00\xcc\xc4?/f\x12^\xc0H\xd8\xc0\xbb\xb4\xf1C@\xcc\xc4?/f\x12^\xc0H\xd8\xc0\xbb\xb4\xf1C@|\x01\x00\x00\x00\xcc\xc4?/f\x12^\xc0H\xd8\xc0\xbb\xb4\xf1C@\xfe',9806,FS-1437063,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,60,398,B6UW,RECON,,,,,,2006,6/27/2006,178,1520.0,Natural,Natural,,6/27/2006,178.0,1815.0,0.1,A,39.88833333,-120.2875,USFS,CA,63,6063.0,Plumas County
1478738,b'\x00\x01\xad\x10\x00\x00|A\xe2\x89\x86%^\xc0\xf8i\x953p\xb3D@|A\xe2\x89\x86%^\xc0\xf8i\x953p\xb3D@|\x01\x00\x00\x00|A\xe2\x89\x86%^\xc0\xf8i\x953p\xb3D@\xfe',201148317,SFO-2011CACDFLMU004033,NONFED,ST-NASF,ST/C&L,USCALMU,Lassen-Modoc Unit,CALMU,Lassen-Modoc Unit,,LMU004033,,4--8 WEST,,,,,,2011,9/11/2011,254,1922.0,Human,Missing data/not specified/undetermined,,,,,0.1,A,41.401867,-120.58635,MISSING/NOT SPECIFIED,CA,MODOC,6049.0,Modoc County
1121283,b'\x00\x01\xad\x10\x00\x00\xd0\x07\xdc\x04\xe9\xa3^\xc0H\x95;\x82G\xd1D@\xd0\x07\xdc\x04\xe9\xa3^\xc0H\x95;\x82G\xd1D@|\x01\x00\x00\x00\xd0\x07\xdc\x04\xe9\xa3^\xc0H\x95;\x82G\xd1D@\xfe',1367679,SFO-2007CACDFSKU002896,NONFED,ST-CACDF,ST/C&L,USCASKU,Siskiyou Unit,CASKU,Siskiyou Unit,,002896      ,,CRAM                     ,,,,,,2007,7/2/2007,183,1507.0,Human,Debris and open burning,,,,,3.0,B,41.635,-122.56111111,MISSING/NOT SPECIFIED,CA,SISKIYOU,6093.0,Siskiyou County
1652444,"b""\x00\x01\xad\x10\x00\x00\x08<ZI\x89'^\xc0\x10\xb4%\xbf\x86\xb8A@\x08<ZI\x89'^\xc0\x10\xb4%\xbf\x86\xb8A@|\x01\x00\x00\x00\x08<ZI\x89'^\xc0\x10\xb4%\xbf\x86\xb8A@\xfe""",201811991,SFO-2013CACDFSLU004737,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,SLU004737,,CARMEL,,,,,,2013,6/23/2013,174,1707.0,Human,Equipment and vehicle use,,6/23/2013,174.0,1738.0,2.0,B,35.441617,-120.617767,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County
1128239,b'\x00\x01\xad\x10\x00\x00\x98\x9f\x94\xa9\x1fH]\xc0\xa8\xe9S\xfe\x9d\x85@@\x98\x9f\x94\xa9\x1fH]\xc0\xa8\xe9S\xfe\x9d\x85@@|\x01\x00\x00\x00\x98\x9f\x94\xa9\x1fH]\xc0\xa8\xe9S\xfe\x9d\x85@@\xfe',1376345,SFO-2006CACDFMVU007330,NONFED,ST-CACDF,ST/C&L,USCAMVU,San Diego Unit,CAMVU,CDF - Monte Vista Unit,,007330      ,,HODGES DAM               ,,,,,,2006,8/8/2006,220,1509.0,Human,Equipment and vehicle use,,8/8/2006,220.0,1600.0,0.4,B,33.04388888,-117.12694444,MISSING/NOT SPECIFIED,CA,SAN DIEGO,6073.0,San Diego County
1095770,b'\x00\x01\xad\x10\x00\x00\xe8\xc9\xff[>\x9d^\xc0h\xe0B\xe9\xceRC@\xe8\xc9\xff[>\x9d^\xc0h\xe0B\xe9\xceRC@|\x01\x00\x00\x00\xe8\xc9\xff[>\x9d^\xc0h\xe0B\xe9\xceRC@\xfe',1335165,SFO-2001CACDFLNU007693,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,007693      ,,BUTTS                    ,,,,,,2001,9/25/2001,268,1729.0,Natural,Natural,,9/25/2001,268.0,1732.0,0.1,A,38.64694444,-122.45694444,MISSING/NOT SPECIFIED,CA,NAPA,6055.0,Napa County
2283877,b'\x00\x01\xad\x10\x00\x00\x9c\xe7\x10\xb7\xd1\x08^\xc0@H\xcd\xc6f}C@\x9c\xe7\x10\xb7\xd1\x08^\xc0@H\xcd\xc6f}C@|\x01\x00\x00\x00\x9c\xe7\x10\xb7\xd1\x08^\xc0@H\xcd\xc6f}C@\xfe',400628887,IRW-2020-CATMU-023026,INTERAGCY,IA-IRWIN,FS,USCATMU,Lake Tahoe Basin Management Unit,CATMU,Lake Tahoe Basin Management Unit,,023026,NC35,STONEY,,,,,,2020,8/2/2020,215,,Human,Recreation and ceremony,,8/4/2020,217.0,,0.5,B,38.97970421,-120.137813,USFS,CA,El Dorado,6017.0,El Dorado County
2020564,b'\x00\x01\xad\x10\x00\x00X\xa9\xc3\xb1\x9e+^\xc0Px!\xa1\x96^C@X\xa9\xc3\xb1\x9e+^\xc0Px!\xa1\x96^C@|\x01\x00\x00\x00X\xa9\xc3\xb1\x9e+^\xc0Px!\xa1\x96^C@\xfe',400150098,SFO-2017CACDFAEU029962,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,AEU029962,,CARSON,,,,,,2017,10/8/2017,281,2151.0,Human,Missing data/not specified/undetermined,,10/8/2017,281.0,2253.0,0.21,A,38.738977,-120.681574,MISSING/NOT SPECIFIED,CA,EL DORADO,6017.0,El Dorado County
1105973,b'\x00\x01\xad\x10\x00\x00\xc4\x0eg\xd4\xb5@^\xc0\xd8.\x96$\xfaTC@\xc4\x0eg\xd4\xb5@^\xc0\xd8.\x96$\xfaTC@|\x01\x00\x00\x00\xc4\x0eg\xd4\xb5@^\xc0\xd8.\x96$\xfaTC@\xfe',1347535,CDF_1995_54_2235_173         ,NONFED,ST-CACDF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,173         ,,CASTANA                  ,,,,,,1995,6/28/1995,179,,Human,Misuse of fire by a minor,Minor,,,,0.1,A,38.66388888,-121.01111111,MISSING/NOT SPECIFIED,CA,,,
283478,b'\x00\x01\xad\x10\x00\x00\x90\xbb|\xa9\xc7\xd0^\xc0\x80)\xd6\xf2\xc8\xe5C@\x90\xbb|\xa9\xc7\xd0^\xc0\x80)\xd6\xf2\xc8\xe5C@|\x01\x00\x00\x00\x90\xbb|\xa9\xc7\xd0^\xc0\x80)\xd6\xf2\xc8\xe5C@\xfe',288947,W-456964,FED,DOI-WFMI,BIA,USCARVA,Round Valley Indian Tribes,CARVA,Round Valley Tribe,14,,,BIA # 19,,,,,,2000,8/1/2000,214,2136.0,Human,Arson/incendiarism,,8/1/2000,214.0,2248.0,3.0,B,39.7952,-123.2622,BIA,CA,,,
70135,b'\x00\x01\xad\x10\x00\x00\x98uw\xb1Q\xe0^\xc0\x18\xc0\x1br6\xa0D@\x98uw\xb1Q\xe0^\xc0\x18\xc0\x1br6\xa0D@|\x01\x00\x00\x00\x98uw\xb1Q\xe0^\xc0\x18\xc0\x1br6\xa0D@\xfe',70896,FS-295551,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,6,,,,,,,,,1994,5/29/1994,149,1400.0,Human,Arson/incendiarism,,5/29/1994,149.0,1430.0,0.1,A,41.25166667,-123.505,USFS,CA,,,
216530,b'\x00\x01\xad\x10\x00\x00 \xc2\xe8\x87k5]\xc0\x88\x08\x03\x92\xdaJ@@ \xc2\xe8\x87k5]\xc0\x88\x08\x03\x92\xdaJ@@|\x01\x00\x00\x00 \xc2\xe8\x87k5]\xc0\x88\x08\x03\x92\xdaJ@@\xfe',219731,W-15040,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,U454,OTAY 230,,,,,,1996,6/10/1996,162,1725.0,Human,Recreation and ceremony,,6/10/1996,162.0,1725.0,0.3,B,32.5848,-116.8347,BLM,CA,,,
25716,b'\x00\x01\xad\x10\x00\x00\xb4\xf4=*\x0b\x02^\xc0\xf8\xd4\xef\xd1AvC@\xb4\xf4=*\x0b\x02^\xc0\xf8\xd4\xef\xd1AvC@|\x01\x00\x00\x00\xb4\xf4=*\x0b\x02^\xc0\xf8\xd4\xef\xd1AvC@\xfe',25839,FS-1457281,FED,FS-FIRESTAT,FS,USCATMU,Lake Tahoe Basin Management Unit,0519,Lake Tahoe Basin Management Unit,57,57,D15B,FALLEN,,,,,,2007,11/7/2007,311,1245.0,Human,Recreation and ceremony,,11/7/2007,311.0,1320.0,0.1,A,38.92388889,-120.03194444,USFS,CA,17,6017.0,El Dorado County
162818,b'\x00\x01\xad\x10\x00\x00\x08\x8d(9\x1c7^\xc08#;\xbdr\xd3D@\x08\x8d(9\x1c7^\xc08#;\xbdr\xd3D@|\x01\x00\x00\x00\x08\x8d(9\x1c7^\xc08#;\xbdr\xd3D@\xfe',164441,FS-392480,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,135,,,BSFMU,,,,,,2003,9/8/2003,251,1306.0,Natural,Natural,,9/11/2003,254.0,1800.0,0.1,A,41.65194444,-120.86111111,USFS,CA,,,
1122259,b'\x00\x01\xad\x10\x00\x00\xf0\xe6p\xad\xf6\x8b^\xc0H\x0c\xee\xb3\xbc\xeaC@\xf0\xe6p\xad\xf6\x8b^\xc0H\x0c\xee\xb3\xbc\xeaC@|\x01\x00\x00\x00\xf0\xe6p\xad\xf6\x8b^\xc0H\x0c\xee\xb3\xbc\xeaC@\xfe',1368902,CDF_1997_54_2220_10147       ,NONFED,ST-CACDF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,10147       ,,"SAUNDERS,G.",,,,,,1997,5/31/1997,151,,Human,Missing data/not specified/undetermined,,,,,4.0,B,39.83388888,-122.18694444,MISSING/NOT SPECIFIED,CA,,,
215514,b'\x00\x01\xad\x10\x00\x00\xfc(\xc4\x05\x9bC^\xc0\xa8\xbe\x89\x14O\x95C@\xfc(\xc4\x05\x9bC^\xc0\xa8\xbe\x89\x14O\x95C@|\x01\x00\x00\x00\xfc(\xc4\x05\x9bC^\xc0\xa8\xbe\x89\x14O\x95C@\xfe',218674,W-561401,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,D44Z,KENWOOD,,,,,,1999,10/18/1999,291,1657.0,Human,Missing data/not specified/undetermined,,10/18/1999,291.0,1659.0,0.1,A,39.166481,-121.05635,PRIVATE,CA,Nevada,6057.0,Nevada County
1123060,b'\x00\x01\xad\x10\x00\x00|B\x08\x8b\xd4\x95^\xc0\xc8\x8e\xe0\xf5B\x15D@|B\x08\x8b\xd4\x95^\xc0\xc8\x8e\xe0\xf5B\x15D@|\x01\x00\x00\x00|B\x08\x8b\xd4\x95^\xc0\xc8\x8e\xe0\xf5B\x15D@\xfe',1369815,CDF_1993_54_2220_138         ,NONFED,ST-CACDF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,138         ,,"MUSULA, D.",,,,,,1993,8/19/1993,231,,Human,Arson/incendiarism,,,,,1.0,B,40.16611111,-122.34111111,MISSING/NOT SPECIFIED,CA,,,
1886079,b'\x00\x01\xad\x10\x00\x00\x88K\xd2X\xc2\t^\xc0H\x08`\xb4\x9bwC@\x88K\xd2X\xc2\t^\xc0H\x08`\xb4\x9bwC@|\x01\x00\x00\x00\x88K\xd2X\xc2\t^\xc0H\x08`\xb4\x9bwC@\xfe',400007146,FS-6849205,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,057,19,LF3L,VELMA,,,,,,2017,10/19/2017,292,1430.0,Human,Recreation and ceremony,,10/26/2017,299.0,1600.0,0.1,A,38.93444444,-120.1525,USFS,CA,017,6017.0,El Dorado County
27848,b'\x00\x01\xad\x10\x00\x00\xac\xc4\x0e\xf3\x9d\xad]\xc0\xa8\x1fd^\xa9KA@\xac\xc4\x0e\xf3\x9d\xad]\xc0\xa8\x1fd^\xa9KA@|\x01\x00\x00\x00\xac\xc4\x0e\xf3\x9d\xad]\xc0\xa8\x1fd^\xa9KA@\xfe',27986,FS-1460042,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,50,35,DZ82,DIVIDER,,,,,,2008,6/18/2008,170,1619.0,Human,Equipment and vehicle use,,6/18/2008,170.0,1640.0,5.0,B,34.59111111,-118.71277778,USFS,CA,37,6037.0,Los Angeles County
1067875,b'\x00\x01\xad\x10\x00\x00\xc8\x9d7\xed\x00C^\xc0\xb0b\xe9\x97\x16TB@\xc8\x9d7\xed\x00C^\xc0\xb0b\xe9\x97\x16TB@|\x01\x00\x00\x00\xc8\x9d7\xed\x00C^\xc0\xb0b\xe9\x97\x16TB@\xfe',1303525,CDF_1996_56_2229_321         ,NONFED,ST-CACDF,ST/C&L,USCABEU,San Benito-Monterey Unit,CABEU,CDF - San Benito-Monterey Unit,,321         ,,PANOCHE # 10             ,,,,,,1996,8/4/1996,217,,Human,Missing data/not specified/undetermined,,,,,0.1,A,36.65694444,-121.04694444,MISSING/NOT SPECIFIED,CA,,,
1877437,"b""\x00\x01\xad\x10\x00\x00\x1c\xfc\xces'1^\xc0x\xe9\x84\x0f\xe6 C@\x1c\xfc\xces'1^\xc0x\xe9\x84\x0f\xe6 C@|\x01\x00\x00\x00\x1c\xfc\xces'1^\xc0x\xe9\x84\x0f\xe6 C@\xfe""",300339567,SFO-2010-CACDFTCU004835,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,460132,004835,,PALOMA,,,,,,2010,6/12/2010,163,201.0,Human,Missing data/not specified/undetermined,,6/12/2010,163.0,230.0,0.5,B,38.257026,-120.768046,STATE OR PRIVATE,CA,CALAVERAS,6009.0,Calaveras County
2283365,b'\x00\x01\xad\x10\x00\x00\xe4\xba\xaf\x1e\x85\xb3]\xc0h\xb6\x9b\xb5\xdb\x02B@\xe4\xba\xaf\x1e\x85\xb3]\xc0h\xb6\x9b\xb5\xdb\x02B@|\x01\x00\x00\x00\xe4\xba\xaf\x1e\x85\xb3]\xc0h\xb6\x9b\xb5\xdb\x02B@\xfe',400628317,IRW-2020-CATIA-002413,INTERAGCY,IA-IRWIN,BIA,USCATIA,Tule River Fire Department,CATIA,Tule River Fire Department,,002413,NEN6,RIVER,,,,,,2020,8/10/2020,223,,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.5,B,36.02233503,-118.80501245,BIA,CA,Tulare,6107.0,Tulare County
2104035,b'\x00\x01\xad\x10\x00\x00\xe4\xf5\xe6\x8b\x8b\x03^\xc0\xc8\xc20\xfd\x9ezB@\xe4\xf5\xe6\x8b\x8b\x03^\xc0\xc8\xc20\xfd\x9ezB@|\x01\x00\x00\x00\xe4\xf5\xe6\x8b\x8b\x03^\xc0\xc8\xc20\xfd\x9ezB@\xfe',400368660,SFO-2018CACDFMMU011297,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,MMU011297,,S E ST /E 9TH ST,,,,,,2018,6/5/2018,156,338.0,Human,Missing data/not specified/undetermined,,6/5/2018,156.0,358.0,0.5,B,36.957982,-120.055405,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County
1613628,b'\x00\x01\xad\x10\x00\x00\x9cj\xa6\xdb\xef\x81^\xc0@u}\xd0\x071C@\x9cj\xa6\xdb\xef\x81^\xc0@u}\xd0\x071C@|\x01\x00\x00\x00\x9cj\xa6\xdb\xef\x81^\xc0@u}\xd0\x071C@\xfe',201642528,SFO-2012CACDFLNU004489,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU004489,,PLEASANTS,,,,,,2012,6/23/2012,175,1828.0,Human,Missing data/not specified/undetermined,,,,,7.0,B,38.383056,-122.030278,MISSING/NOT SPECIFIED,CA,SOLANO,6095.0,Solano County
1978641,b'\x00\x01\xad\x10\x00\x00\xdc\xb5XE\xd0R^\xc0@5\xf9\xfb\xbfXC@\xdc\xb5XE\xd0R^\xc0@5\xf9\xfb\xbfXC@|\x01\x00\x00\x00\xdc\xb5XE\xd0R^\xc0@5\xf9\xfb\xbfXC@\xfe',400104537,SFO-2016CACDFAEU008174,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,AEU008174,,,,,,,,2016,6/2/2016,154,1427.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.75,B,38.693364,-121.293975,MISSING/NOT SPECIFIED,CA,SACRAMENTO,6067.0,Sacramento County
1119000,b'\x00\x01\xad\x10\x00\x00\x08\x03f#\x8f\x82^\xc00\x96\xe6LVTD@\x08\x03f#\x8f\x82^\xc00\x96\xe6LVTD@|\x01\x00\x00\x00\x08\x03f#\x8f\x82^\xc00\x96\xe6LVTD@\xfe',1364655,SFO-2000CACDFSHU001342,NONFED,ST-CACDF,ST/C&L,USCASHU,Shasta-Trinity Unit,CASHU,Shasta-Trinity Unit,,001342      ,,BENSON                   ,,,,,,2000,2/22/2000,53,1218.0,Human,Equipment and vehicle use,,2/22/2000,53.0,1225.0,1.0,B,40.65888888,-122.04,MISSING/NOT SPECIFIED,CA,SHASTA,6089.0,Shasta County
163747,b'\x00\x01\xad\x10\x00\x00\x9c\x94eb\xfc\x9e]\xc0\x80v\x03I\xfb\xbbA@\x9c\x94eb\xfc\x9e]\xc0\x80v\x03I\xfb\xbbA@|\x01\x00\x00\x00\x9c\x94eb\xfc\x9e]\xc0\x80v\x03I\xfb\xbbA@\xfe',165382,FS-393576,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,3,,5860,RAM,,,,,,2003,5/24/2003,144,1326.0,Human,Missing data/not specified/undetermined,,5/24/2003,144.0,1340.0,0.1,A,35.46861111,-118.48416667,USFS,CA,,,
2265815,b'\x00\x01\xad\x10\x00\x00$j\x0b\xfd\xe3\xf2]\xc0\xd0\r_)\x02ZB@$j\x0b\xfd\xe3\xf2]\xc0\xd0\r_)\x02ZB@|\x01\x00\x00\x00$j\x0b\xfd\xe3\xf2]\xc0\xd0\r_)\x02ZB@\xfe',400608309,SFO-2020CACDFFKU002853,NONFED,ST-NASF,ST/C&L,USCAFKU,Fresno-Kings Unit,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,FKU002853,,,,,,,,2020,5/13/2020,134,9.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.5,B,36.703196,-119.795178,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County
21147,b'\x00\x01\xad\x10\x00\x00\x1c\x83\x8a\xb4Q\x14^\xc0`\x900\x83&\xc6C@\x1c\x83\x8a\xb4Q\x14^\xc0`\x900\x83&\xc6C@|\x01\x00\x00\x00\x1c\x83\x8a\xb4Q\x14^\xc0`\x900\x83&\xc6C@\xfe',21252,FS-1451781,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,69,SV-24,C65N,COTTONWOOD,,,,,,2007,8/11/2007,223,939.0,Human,Smoking,,8/11/2007,223.0,1049.0,0.1,A,39.54805556,-120.3175,USFS,CA,91,6091.0,Sierra County
124581,b'\x00\x01\xad\x10\x00\x00TZ/N\x88\xd8^\xc0\x18\xbd\x08*U\xe5D@TZ/N\x88\xd8^\xc0\x18\xbd\x08*U\xe5D@|\x01\x00\x00\x00TZ/N\x88\xd8^\xc0\x18\xbd\x08*U\xe5D@\xfe',125822,FS-350920,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,34,,1965,FINNEY,,,,,,2000,7/28/2000,210,1515.0,Human,Smoking,,7/28/2000,210.0,1535.0,0.1,A,41.79166667,-123.38333333,STATE OR PRIVATE,CA,,,
